panel	dataset	source_file	ACTIVATION_CONCORDANCE	ACTIVATION_EFFECT	ATTENUATION_CONCORDANCE	ATTENUATION_EFFECT	D1_MEAN	D30_MEAN	D7_MEAN	LODO_retention	N_GENES	PEAK_TIME	QUALITY	RETURN_TOWARD_SKIN_RATIO	SKIN_MEAN	SUBTYPE_SENSITIVITY	activation	activation_concordance	activation_sign_preserved	attenuation	attenuation_concordance	attenuation_sign_preserved	donor	gene	input_type	low_cell_count_warning	module	n_fibroblast_cells	rank	rank_stability	sample_id	score	technical_flag	timepoint
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.02282281138	3		1.09262441815346	3			GALE			D7_M3		87	0.970062832675409			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.85280033470057	3		0.577378802804148	3			FKBP11			D7_M3		88	0.982318221568759			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.71251120114713	3		0.663995674269843	3			TUBA1C			D7_M3		89	0.976397458545736			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.71088605927707	3		1.23707736396571	3			KNSTRN			D7_M3		90	0.98005388743544			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.02063628062226	3		1.05543147052338	3			TSPAN17			D7_M3		91	0.98980163682508			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.62764540710107	3		0.692708875823684	3			LINC01303			D7_M3		92	0.966654254400448			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.90069875376595	3		1.14103905548178	3			SRD5A3			D7_M3		93	0.955734304802155			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.01651628064458	3		1.04460569443078	3			PAICS			D7_M3		94	0.990601435396196			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.7730767412517	3		1.18968190784822	3			SHMT2			D7_M3		95	0.989728379110101			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.68466503558172	3		1.24330393914859	3			PDIA6			D7_M3		96	0.981937483086174			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.69139222879822	3		1.22912019278618	3			SLC25A39			D7_M3		97	0.96483083214768			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.61218886388444	3		1.26462120651667	3			POLDIP2			D7_M3		98	0.979331614219342			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							2.69457539063563	3		0.584816705503429	3			ADGRL4			D7_M3		99	0.964624233905705			NO	
F	GSE241132	06_results/gateA/TWPS_PRIMARY_D7_M3_CORE100.tsv								3							1.62787274971752	3		1.2143366451442	3			VASP			D7_M3		100	0.959409655096337			NO	
